,tweet_id,task_1,full_tweet,tweet_raw_text,hashtags,smiley,emoji,url,mentions,numerals,reserved_word,emotext,segmented_hash
193,193,NOT,To khul ke bole pyar hai nafrat nhi... Game kiu khel raha hai,To khul ke bole pyar hai nafrat nhi... Game kiu khel raha hai,[],[],[],[],[],[],[],[],[]
194,194,NOT,10 Logon Ko Phansi Lag Jae To Corruption Khatam Hojae Gi.. Sheikh Rasheed... http://fb.me/9huioeX0q ,Logon Ko Phansi Lag Jae To Corruption Khatam Hojae Gi.. Sheikh Rasheed...,[],[],[],['http://fb.me/9huioeX0q'],[],['10'],[],[],[]
195,195,NOT,kaun h vo log jo Hina Akash or luv ko vote kr rhe h...dil khi kho diya kya??? nafrat bdi cheez h.....,kaun h vo log jo Hina Akash or luv ko vote kr rhe h...dil khi kho diya kya??? nafrat bdi cheez h.....,[],[],[],[],[],[],[],[],[]
196,196,NOT,ek bar fair hokr vote ni kr skte??? insaniyat ki hade par ho gai aaj https://twitter.com/bollywood_life/status/935931424024166405 …,ek bar fair hokr vote ni kr skte??? insaniyat ki hade par ho gai aaj,[],[],[],['https://twitter.com/bollywood_life/status/935931424024166405'],[],[],[],[],[]
197,197,NOT,"madam aap ka chinta karna bilkul jayaj h, aap ke pati ek bahdur or nidar insan h, biswas rakhiye sir to bahut door ki baat h koi haat bhi nhi laga sakta h, phir aap bhi to ek hindu viragna ho, rani laxmibai rani durgabatti inka or aap ka khoon ek hi h,aap apne pati ki sakti ho,","madam aap ka chinta karna bilkul jayaj h, aap ke pati ek bahdur or nidar insan h, biswas rakhiye sir to bahut door ki baat h koi haat bhi nhi laga sakta h, phir aap bhi to ek hindu viragna ho, rani laxmibai rani durgabatti inka or aap ka khoon ek hi h,aap apne pati ki sakti ho,",[],[],[],[],[],[],[],[],[]
198,198,HOF,Hate u sooooooooooooo muuuuuuuuuuchhhhhh big boss gandgi faila rkhi h bndgi punish ne unhe kuchh nhi khoge hina pr chd jaoge,Hate u sooooooooooooo muuuuuuuuuuchhhhhh big boss gandgi faila rkhi h bndgi punish ne unhe kuchh nhi khoge hina pr chd jaoge,[],[],[],[],[],[],[],[],[]
199,199,NOT,@iPGaur @imanveergurjar Kamya english sikha rahi hate failane k sath sath,Kamya english sikha rahi hate failane k sath sath,[],[],[],[],"['@iPGaur', '@imanveergurjar']",[],[],[],[]
200,200,HOF,I hate heen khaan ye video Maine abhi dekha kuch galat nahi bolla usne kun itna bada issue bana rahe ho sab sach baat  bol rahi hai wo jo hum aur aap bhi bolte hai heena ke hater hone ka matlab ye nahi ki kisi bhi baat ka issue banao,I hate heen khaan ye video Maine abhi dekha kuch galat nahi bolla usne kun itna bada issue bana rahe ho sab sach baat bol rahi hai wo jo hum aur aap bhi bolte hai heena ke hater hone ka matlab ye nahi ki kisi bhi baat ka issue banao,[],[],[],[],[],[],[],[],[]
201,201,NOT,"PM ki post ki izzat krte hai isliye gaali nhi di, mgr jo PM ki post pr hai wo khoon choos raja hai desh ka or ap jese log uska sath de rahe hai","PM ki post ki izzat krte hai isliye gaali nhi di, mgr jo PM ki post pr hai wo khoon choos raja hai desh ka or ap jese log uska sath de rahe hai",[],[],[],[],[],[],[],[],[]
202,202,NOT,Hina ki team aisi hi hai kewal nafrat hi rakhti hai..Manu bhai,Hina ki team aisi hi hai kewal nafrat hi rakhti hai..Manu bhai,[],[],[],[],[],[],[],[],[]
203,203,NOT,aaj hina ki baari aayi to apne time pe rone lgi public se appl karne lgi,aaj hina ki baari aayi to apne time pe rone lgi public se appl karne lgi,[],[],[],[],[],[],[],[],[]
204,204,NOT,Puri fake hai,Puri fake hai,[],[],[],[],[],[],[],[],[]
205,205,HOF,I hate pungi for doing what they did with luv and Akash but Hina ne ankhon main mirch daali Hai and usne Baal bhi kaate Hai,I hate pungi for doing what they did with luv and Akash but Hina ne ankhon main mirch daali Hai and usne Baal bhi kaate Hai,[],[],[],[],[],[],[],[],[]
206,206,HOF,Poora India yahi soch raha hai bro ki jhooti ko tv industry se laye hai ki dusre planet se hate her,Poora India yahi soch raha hai bro ki jhooti ko tv industry se laye hai ki dusre planet se hate her,[],[],[],[],[],[],[],[],[]
207,207,HOF,Akash aur luv ke saath to boht galat Kiya but Hina ke saath wohi Kiya Jo usne Kiya the that's why I hate pungi,Akash aur luv ke saath to boht galat Kiya but Hina ke saath wohi Kiya Jo usne Kiya the that's why I hate pungi,[],[],[],[],[],[],[],[],[]
208,208,HOF,"Hina khan chalak aur dhokebaaj Lomdi hai, Mai aaj ke task mein hoti toh Uska ka nak katke use shurpanakha banati, I just hate her","Hina khan chalak aur dhokebaaj Lomdi hai, Mai aaj ke task mein hoti toh Uska ka nak katke use shurpanakha banati, I just hate her",[],[],[],[],[],[],[],[],[]
209,209,NOT,She hate punish and bandagi iss liye.... Aur madam bolati h unbiased hu...,She hate punish and bandagi iss liye.... Aur madam bolati h unbiased hu...,[],[],[],[],[],[],[],[],[]
210,210,HOF,"Zillat ki jeet se behtar Izzat ki haar hai, Vikas Gupta ka kahna hai ke shilpa se sakht nafrat karte hai lekin aankh band kar ke support karte hai bhayya ye konsi nafrat hai... #BB11 @doveeyeshashtag","Zillat ki jeet se behtar Izzat ki haar hai, Vikas Gupta ka kahna hai ke shilpa se sakht nafrat karte hai lekin aankh band kar ke support karte hai bhayya ye konsi nafrat hai...",['#BB11'],[],[],[],['@doveeyeshashtag'],[],[],[],['bb 11']
211,211,NOT,Hina ne khud shilpa ke baal kate ajj apni trun toh India dekh raha hai ek ladki dusri ladki ke baal cut kar rahi hai hate Hina nd love shilp,Hina ne khud shilpa ke baal kate ajj apni trun toh India dekh raha hai ek ladki dusri ladki ke baal cut kar rahi hai hate Hina nd love shilp,[],[],[],[],[],[],[],[],[]
212,212,HOF,"Yeah that's why I hate salman ,pichli baar bhi salman ne bahut bola tha Gaurav Chopra ko aur side manveer manu ki leta rehta tha","Yeah that's why I hate salman ,pichli baar bhi salman ne bahut bola tha Gaurav Chopra ko aur side manveer manu ki leta rehta tha",[],[],[],[],[],[],[],[],[]
213,213,NOT,"Bahot gande log hai yaar ye #PunishSharma and #BandagiKalra ,,disgusting","Bahot gande log hai yaar ye and ,,disgusting","['#PunishSharma', '#BandagiKalra']",[],[],[],[],[],[],[],"['punish sharma', 'bandagi kalra']"
214,214,NOT,Punish ki life me do hi cheeze chalti hai... 1) bandagi 2) gandagi,Punish ki life me do hi cheeze chalti hai... ) bandagi ) gandagi,[],[],[],[],[],"[' 1', ' 2']",[],[],[]
215,215,HOF,I HATE IT jab samny rakhi cheez na milay matlab abhi tou men ny yahan rakhi thi zameen kha gae kya,I HATE IT jab samny rakhi cheez na milay matlab abhi tou men ny yahan rakhi thi zameen kha gae kya,[],[],[],[],[],[],[],[],[]
216,216,NOT,Chill yaar shilpaa...wo nahi samjhegi.. apna khoon math jala gulab k piche...Wo bas Akash PE taras kharahi aur kuch nai...calm down..,Chill yaar shilpaa...wo nahi samjhegi.. apna khoon math jala gulab k piche...Wo bas Akash PE taras kharahi aur kuch nai...calm down..,[],[],[],[],[],[],[],[],[]
217,217,NOT,@BenafshaSoona acha hua k aap bahar aa gyi wrna hmari ankho s to khoon ki nadiyaan bah rhi thi.. U were not played well ben.. Apne ghar m gandgi felai hai hina khan or priyank k sath milkr..,acha hua k aap bahar aa gyi wrna hmari ankho s to khoon ki nadiyaan bah rhi thi.. U were not played well ben.. Apne ghar m gandgi felai hai hina khan or priyank k sath milkr..,[],[],[],[],['@BenafshaSoona'],[],[],[],[]
218,218,HOF,Ha kamyaji ye aapne sahi dekha hai esi hai wo.tabhi to sabhi use etna hate karte hai in se to swami om bhi achhe the yaar #thooo hina khan haak thooooooooook,Ha kamyaji ye aapne sahi dekha hai esi hai wo.tabhi to sabhi use etna hate karte hai in se to swami om bhi achhe the yaar hina khan haak thooooooooook,['#thooo'],[],[],[],[],[],[],[],['thooo']
219,219,NOT,"@adnanjilani4 Adnan Jeelani4 Super Hit Dramas Wafa Bewafa Se, Humare Ghar Mein, Mohabbat Nafrat Se, Aatish pic.twitter.com/TmpwDDB4kN","Adnan Jeelani4 Super Hit Dramas Wafa Bewafa Se, Humare Ghar Mein, Mohabbat Nafrat Se, Aatish",[],[],[],['pic.twitter.com/TmpwDDB4kN'],['@adnanjilani4'],[],[],[],[]
220,220,NOT,Tu unhi ki.najyaz aulaad hoga teri amma ka rape karkar chod diya hoga warna hume to yahi confirm chakke hain hijde hain aur han gandu bhi he,Tu unhi ki.najyaz aulaad hoga teri amma ka rape karkar chod diya hoga warna hume to yahi confirm chakke hain hijde hain aur han gandu bhi he,[],[],[],[],[],[],[],[],[]
221,221,NOT,"Kisi producer ne isko agar show diya to unki bohot bari galti hogi, bcoz isne logo ka itna nafrat gain kiya hai ki TRP zero ho jayega uss show ka. @i_shilpa_shinde @Im_ShilpaShinde @Shilpa_Shinde_ @shilpa_shindey","Kisi producer ne isko agar show diya to unki bohot bari galti hogi, bcoz isne logo ka itna nafrat gain kiya hai ki TRP zero ho jayega uss show ka.",[],[],[],[],"['@i_shilpa_shinde', '@Im_ShilpaShinde', '@Shilpa_Shinde_', '@shilpa_shindey']",[],[],[],[]
222,222,NOT,Tumne half dekha Hai pura Dekho,Tumne half dekha Hai pura Dekho,[],[],[],[],[],[],[],[],[]
223,223,NOT,Hina Ne Fb Fan Following ke baare me kaha Jo Sach Hai h Gauhar ke Followers Kam h fb pe,Hina Ne Fb Fan Following ke baare me kaha Jo Sach Hai h Gauhar ke Followers Kam h fb pe,[],[],[],[],[],[],[],[],[]
224,224,NOT,Sanjeeda vala Vikas ne bhi agree kiya ki gore log screen pe itne acche nahi dikhte,Sanjeeda vala Vikas ne bhi agree kiya ki gore log screen pe itne acche nahi dikhte,[],[],[],[],[],[],[],[],[]
225,225,NOT,Hate karne ka reason laao,Hate karne ka reason laao,[],[],[],[],[],[],[],[],[]
226,226,NOT,"Apne family ko khoon ke aansoo rulane wali bathroom ja ja ke, khud  mirchi lagnese khoon ke aansoo nikalne lagi  #BB11 #BiggBoss11 #BiggBoss","Apne family ko khoon ke aansoo rulane wali bathroom ja ja ke, khud mirchi lagnese khoon ke aansoo nikalne lagi","['#BB11', '#BiggBoss11', '#BiggBoss']",[],[],[],[],[],[],[],"['bb 11', 'bigg boss 11', 'bigg boss']"
227,227,NOT,Wah Wah kya baat he par viyapam ghotale ki jaaz me 50 se jyada murder ho Gaye he . Apne tou world record Bana diya Saab. Badhai ho apko,Wah Wah kya baat he par viyapam ghotale ki jaaz me se jyada murder ho Gaye he . Apne tou world record Bana diya Saab. Badhai ho apko,[],[],[],[],[],[' 50'],[],[],[]
228,228,HOF,Fake Hina besaram arshi ki sakal se hi nafrat ho gyi hme,Fake Hina besaram arshi ki sakal se hi nafrat ho gyi hme,[],[],[],[],[],[],[],[],[]
229,229,NOT,Are nahi tag line was “Main Khoon Ke Aansu Royi Hu Kal”... khud ki galti or khud hi chilla rahi thi... #bb11,Are nahi tag line was Main Khoon Ke Aansu Royi Hu Kal... khud ki galti or khud hi chilla rahi thi...,['#bb11'],[],[],[],[],[],[],[],['bb11']
230,230,NOT,Hate speech cases sirf mojahiro pe Banty hae,Hate speech cases sirf mojahiro pe Banty hae,[],[],[],[],[],[],[],[],[]
231,231,NOT,"hai jaise Hitler,musolini,stalin,bagdadi aye the or sab khatm ho gye vaise ye daur bhi history ho jayega","hai jaise Hitler,musolini,stalin,bagdadi aye the or sab khatm ho gye vaise ye daur bhi history ho jayega",[],[],[],[],[],[],[],[],[]
232,232,HOF,Haan shilpa ne kya kiya aaj humne dekh Liya akash k saath jo kiya usne uske baad se I really hate that woman,Haan shilpa ne kya kiya aaj humne dekh Liya akash k saath jo kiya usne uske baad se I really hate that woman,[],[],[],[],[],[],[],[],[]
233,233,NOT,Haleem beef hota hai sharma ji!!!! Modi ke sau khoon maaf hai bhaiyya! Chamche paalna modi ji se sekhe koi,Haleem beef hota hai sharma ji!!!! Modi ke sau khoon maaf hai bhaiyya! Chamche paalna modi ji se sekhe koi,[],[],[],[],[],[],[],[],[]
234,234,HOF,Sanchalk the to tum kese bol sakte Ho kisiko uth za bol k aaj tumari vzase Hari hey hina ki team I hate you vikas and Shilpa,Sanchalk the to tum kese bol sakte Ho kisiko uth za bol k aaj tumari vzase Hari hey hina ki team I hate you vikas and Shilpa,[],[],[],[],[],[],[],[],[]
235,235,HOF,"Abhi tk to main kisiko vote nahi kr rha tha par ab zarur larunga luv ko, aur jitne baal uske kate h gandagi aur peeley daat n kasam itni nafrat ho chuki h na, agr unhone itni limit tk jana tha toh saalo ko pehle hi ganja kr dete, kyun hina n apne baal kate?","Abhi tk to main kisiko vote nahi kr rha tha par ab zarur larunga luv ko, aur jitne baal uske kate h gandagi aur peeley daat n kasam itni nafrat ho chuki h na, agr unhone itni limit tk jana tha toh saalo ko pehle hi ganja kr dete, kyun hina n apne baal kate?",[],[],[],[],[],[],[],[],[]
236,236,NOT,Jiss tarhan woh Hina ka stuff phanek rahi thi,Jiss tarhan woh Hina ka stuff phanek rahi thi,[],[],[],[],[],[],[],[],[]
237,237,NOT,Rightly said...purane episode ki baat karni ...aaj to bichara rok rha tha and kuch galt b ni kiya...fir bhi...kha se laate h itni hate,Rightly said...purane episode ki baat karni ...aaj to bichara rok rha tha and kuch galt b ni kiya...fir bhi...kha se laate h itni hate,[],[],[],[],[],[],[],[],[]
238,238,NOT,"Bhai karan in Terrorist logo se bat mat kar apna hi bura hai , ye kisi ke sage nahi hote , inka alien mohammad khud kehta hai terrorism failao , bhai mat bat kar is jihadan se","Bhai karan in Terrorist logo se bat mat kar apna hi bura hai , ye kisi ke sage nahi hote , inka alien mohammad khud kehta hai terrorism failao , bhai mat bat kar is jihadan se",[],[],[],[],[],[],[],[],[]
239,239,NOT,Yaha jo stupid haters log barking kar rhe are stupid log tum to kehto ho tum hina ke hater ho lekin mujhe jaha tak pta bai hum kiso ko hate karte hai to usske bare mai baat bhi karna pasand nhi karte lekin tumlog to 24*7 hina ke barre mai baat karte ho no matter hate comments,Yaha jo stupid haters log barking kar rhe are stupid log tum to kehto ho tum hina ke hater ho lekin mujhe jaha tak pta bai hum kiso ko hate karte hai to usske bare mai baat bhi karna pasand nhi karte lekin tumlog to *7 hina ke barre mai baat karte ho no matter hate comments,[],[],[],[],[],[' 24'],[],[],[]
240,240,NOT,@BiggBossNewz agar puneesh aur bandagi kalkothri m jate hai toh murder 2 ban jayegi bigboss k ghar m,agar puneesh aur bandagi kalkothri m jate hai toh murder ban jayegi bigboss k ghar m,[],[],[],[],['@BiggBossNewz'],[' 2'],[],[],[]
241,241,NOT,"Ekdam ekdam sahi bola....kehe nahi sakte shilpa or punish ka defend krte krte khud hi na shahid ho jay....""Aao shilpa Maa mujhse bhi khoon kardo plzz""","Ekdam ekdam sahi bola....kehe nahi sakte shilpa or punish ka defend krte krte khud hi na shahid ho jay....""Aao shilpa Maa mujhse bhi khoon kardo plzz""",[],[],[],[],[],[],[],[],[]
242,242,NOT,Kal 2000 Gujaratiyo ke Khoon se apna haath rang ne wala Haiwan ask apne aapko Gujarat ka beta keh raha hai!!!!,Kal Gujaratiyo ke Khoon se apna haath rang ne wala Haiwan ask apne aapko Gujarat ka beta keh raha hai!!!!,[],[],[],[],[],[' 2000'],[],[],[]
243,243,NOT,Kya hoga ya bhai.. itna hatred..??,Kya hoga ya bhai.. itna hatred..??,[],[],[],[],[],[],[],[],[]
244,244,HOF,Hahaha Hina fare ki baat tum mat kro Duniya ki Sabse fake tum Ho or ye arshi Badha Hina Hina Kar Rahi hai do din Mai juta khyegi Hina se but Shilpa ji plz ab arshi ko Kabhi accept maaf na Krna we hate her usne bht ghatiya Kiya apke sat h..,Hahaha Hina fare ki baat tum mat kro Duniya ki Sabse fake tum Ho or ye arshi Badha Hina Hina Kar Rahi hai do din Mai juta khyegi Hina se but Shilpa ji plz ab arshi ko Kabhi accept maaf na Krna we hate her usne bht ghatiya Kiya apke sat h..,[],[],[],[],[],[],[],[],[]
245,245,HOF,Nhi jayenge aur rahi baat #luv tyagi ki uski to vaat lagni wali hai .. #Fakina always hate u,Nhi jayenge aur rahi baat tyagi ki uski to vaat lagni wali hai .. always hate u,"['#luv', '#Fakina']",[],[],[],[],[],[],[],"['luv', 'fakina']"
246,246,NOT,DHARNA DALWANAY KA LYA. JIS JUDGE NA MUMTAZ QADRI KO PHANSI KI SAZA DI US KO KUCH NAHIN OR GALIAN KIS KO,DHARNA DALWANAY KA LYA. JIS JUDGE NA MUMTAZ QADRI KO PHANSI KI SAZA DI US KO KUCH NAHIN OR GALIAN KIS KO,[],[],[],[],[],[],[],[],[]
247,247,HOF,Hina se hate itni hai ki bandagi ki gandagi bhi sahi lag rai hai tumko...,Hina se hate itni hai ki bandagi ki gandagi bhi sahi lag rai hai tumko...,[],[],[],[],[],[],[],[],[]
248,248,HOF,Tune kion ladai ki #Shilpa ji se tu bahut fake hai #Arshi. Vikas Gupta ne there like kya kya nhi kiya tune us vikas Gupta ko bura bola u fake person loser .hate u,Tune kion ladai ki ji se tu bahut fake hai . Vikas Gupta ne there like kya kya nhi kiya tune us vikas Gupta ko bura bola u fake person loser .hate u,"['#Shilpa', '#Arshi']",[],[],[],[],[],[],[],"['shilpa', 'arshi']"
249,249,HOF,hina ke against me jo  hi hoga vo sahi hoga i hate hinakhan,hina ke against me jo hi hoga vo sahi hoga i hate hinakhan,[],[],[],[],[],[],[],[],[]
250,250,HOF,Hina se hate inka itna badh chuka hai ke sahi galat aur insaniyat ki tameez kho bethe hai.,Hina se hate inka itna badh chuka hai ke sahi galat aur insaniyat ki tameez kho bethe hai.,[],[],[],[],[],[],[],[],[]
251,251,NOT,Gawd! Is @Biggboss k season ne dusre celebs k bhi asli chehre dikha diye. Shocking,Gawd! Is k season ne dusre celebs k bhi asli chehre dikha diye. Shocking,[],[],[],[],['@Biggboss'],[],[],[],[]
252,252,NOT,I hate heena too par bhai gali mat do,I hate heena too par bhai gali mat do,[],[],[],[],[],[],[],[],[]
253,253,HOF,#BANDAGI PUNISHI KO TO BAHER K JAIL ME DALO WAQEI SUFAID CHUDAIL KALA RAKSHAS...WE ALL HATE PUNGI GANDAGI KI DUKAN DONO ARSHI KO SHILPA SE LADA K NOMINATION SE BACHNA CHAHTE HAIN YE KUTTE KUTYA..KIDE PADEN PUNGI KO,PUNISHI KO TO BAHER K JAIL ME DALO WAQEI SUFAID CHUDAIL KALA RAKSHAS...WE ALL HATE PUNGI GANDAGI KI DUKAN DONO ARSHI KO SHILPA SE LADA K NOMINATION SE BACHNA CHAHTE HAIN YE KUTTE KUTYA..KIDE PADEN PUNGI KO,['#BANDAGI'],[],[],[],[],[],[],[],['bandagi']
254,254,NOT,thank you geeta ma'am. Insaan Nafrat me sahi aur galat hi bhool jata...,thank you geeta ma'am. Insaan Nafrat me sahi aur galat hi bhool jata...,[],[],[],[],[],[],[],[],[]
255,255,NOT,"Hiten is my Fev, but wo entertain nhi h","Hiten is my Fev, but wo entertain nhi h",[],[],[],[],[],[],[],[],[]
256,256,NOT,Or vo bakri ka rape nhi karte Hai vo unki begam hi hoti hai,Or vo bakri ka rape nhi karte Hai vo unki begam hi hoti hai,[],[],[],[],[],[],[],[],[]
257,257,NOT,Do one thing yr sabse pehle @GAUAHAR_KHAN n @iamkamyapunjabi ko tag karo n dikhao unhe k kisi ko HATE krne me itna ANDHA hona achha nai h..kam se kam sach jaan k ZAHAR uglo. Inko khudka @lostboy54 n Arshi b us convo me the wo to inko dikhega nai bas HINA HINA kra lo inse #ajiblog,Do one thing yr sabse pehle n ko tag karo n dikhao unhe k kisi ko HATE krne me itna ANDHA hona achha nai h..kam se kam sach jaan k ZAHAR uglo. Inko khudka n Arshi b us convo me the wo to inko dikhega nai bas HINA HINA kra lo inse,['#ajiblog'],[],[],[],"['@GAUAHAR_KHAN', '@iamkamyapunjabi', '@lostboy54']",[],[],[],['aji blog']
258,258,HOF,Shilpa  ko  jese  show  se  nikal  ke faka  hai  wese  he  bb se  bhi  nikal  ke  fake  do  kuch  deserve  nahe  karte  wo I hate  Shilpa  shinde,Shilpa ko jese show se nikal ke faka hai wese he bb se bhi nikal ke fake do kuch deserve nahe karte wo I hate Shilpa shinde,[],[],[],[],[],[],[],[],[]
259,259,NOT,Dikhta h Kon loser h Kal dekhna tumhaari bandagi and puneesh jaayenge jail then majja aayega ..Shilpa bhi khoon ke aasu royegi @eyehinakhan #hinakhan stay strong,Dikhta h Kon loser h Kal dekhna tumhaari bandagi and puneesh jaayenge jail then majja aayega ..Shilpa bhi khoon ke aasu royegi stay strong,['#hinakhan'],[],[],[],['@eyehinakhan'],[],[],[],['hina khan']
260,260,NOT,Hina ne bandagi ko darane ke liye khudke thode kaate but bandagi ne uske bahot saare kaate hain .. It's not a fact just blind hate Lol agar tumko lagta hai wo sahi tha to I have nothing to say,Hina ne bandagi ko darane ke liye khudke thode kaate but bandagi ne uske bahot saare kaate hain .. It's not a fact just blind hate Lol agar tumko lagta hai wo sahi tha to I have nothing to say,[],[],[],[],[],[],[],[],[]
261,261,NOT,Akash ki kya halat ki h ....aur wo bitch bandagi baar baar khoon k ansu khoon k ansu kr rahi h dikhe to nhi aansu...kisi k mirchi ankh mei jae to wo ankh nhi khol paega...bt wo thodi der mei khadi thi task mei waooo...,Akash ki kya halat ki h ....aur wo bitch bandagi baar baar khoon k ansu khoon k ansu kr rahi h dikhe to nhi aansu...kisi k mirchi ankh mei jae to wo ankh nhi khol paega...bt wo thodi der mei khadi thi task mei waooo...,[],[],[],[],[],[],[],[],[]
262,262,HOF,Vote for luv tyagi...  Aaj jo hua..  Uske baad he deserves to stay in bb house.... Such cruel punish and bandagi...  Is waqt vikas ne trimmer q nhi chhinna uske haath se...  I hate punish bandagi vikas shilpa...,Vote for luv tyagi... Aaj jo hua.. Uske baad he deserves to stay in bb house.... Such cruel punish and bandagi... Is waqt vikas ne trimmer q nhi chhinna uske haath se... I hate punish bandagi vikas shilpa...,[],[],[],[],[],[],[],[],[]
263,263,HOF,Hate @eyehinakhan . Trigger wahi karti hai.. Uske show me bhi chubti thi.. Or yaha bhi.,Hate . Trigger wahi karti hai.. Uske show me bhi chubti thi.. Or yaha bhi.,[],[],[],[],['@eyehinakhan'],[],[],[],[]
264,264,NOT,"Marne ke liye sirf public hai, ye dono haramkhor ganje Bhaion ko is liye roka gaya taa ke Hamara mazeed khoon choos saken!!","Marne ke liye sirf public hai, ye dono haramkhor ganje Bhaion ko is liye roka gaya taa ke Hamara mazeed khoon choos saken!!",[],[],[],[],[],[],[],[],[]
265,265,NOT,ji hona chahiye #stand against #terror...,ji hona chahiye against ...,"['#stand', '#terror']",[],[],[],[],[],[],[],"['stand', 'terror']"
266,266,NOT,YE hai desh ki police ke haal,YE hai desh ki police ke haal,[],[],[],[],[],[],[],[],[]
267,267,NOT,"murder karne waale ko aachaarsahita ki wajha se action se dur kiya hua hai,har... http://fb.me/6zG4UrmoE ","murder karne waale ko aachaarsahita ki wajha se action se dur kiya hua hai,har...",[],[],[],['http://fb.me/6zG4UrmoE'],[],[],[],[],[]
268,268,HOF,"Ppp corupt zardari mafya bun chuki,sindi awam unse sakht nafrat karta,ab sindi ki umid,gareeb Mazloom ka bhadr sathi","Ppp corupt zardari mafya bun chuki,sindi awam unse sakht nafrat karta,ab sindi ki umid,gareeb Mazloom ka bhadr sathi",[],[],[],[],[],[],[],[],[]
269,269,NOT,zyada hogya hai rape se aagay nikal gayi hai aj kahani...,zyada hogya hai rape se aagay nikal gayi hai aj kahani...,[],[],[],[],[],[],[],[],[]
270,270,NOT,kisse bol rahe ho bhakt ko bol kar hi laya gaya ye bhadwa kadyani take hatred fela sake but d Q y d ppl go to dis show,kisse bol rahe ho bhakt ko bol kar hi laya gaya ye bhadwa kadyani take hatred fela sake but d Q y d ppl go to dis show,[],[],[],[],[],[],[],[],[]
271,271,NOT,Listen to Aj Phir tum pe piyaar aya hai..... Hate Story2..... Arijit Singh by Awais jalil #np on #SoundCloudhttps://soundcloud.com/awais-jalil/aaj-phir-video-song-hate-stor …,Listen to Aj Phir tum pe piyaar aya hai..... Hate Story2..... Arijit Singh by Awais jalil on ://,"['#np', '#SoundCloudhttps']",[],[],['https://soundcloud.com/awais-jalil/aaj-phir-video-song-hate-stor'],[],[],[],[],"['np', 'sound cloudhttps']"
272,272,NOT,hehe wo writing ki wjase arhi thi  apni writing ko chukandar anaar aur kajar khilao take uska khoon bane,hehe wo writing ki wjase arhi thi apni writing ko chukandar anaar aur kajar khilao take uska khoon bane,[],[],[],[],[],[],[],[],[]
273,273,NOT,Riasati loug he hy nah jo Phir Aam worker k rape k baad qatal hone pr mulzimon ki pusht pnahi krte??,Riasati loug he hy nah jo Phir Aam worker k rape k baad qatal hone pr mulzimon ki pusht pnahi krte??,[],[],[],[],[],[],[],[],[]
274,274,NOT,party to girls kar rahi hai wo to bechara rape hone gaya hai lagta hai,party to girls kar rahi hai wo to bechara rape hone gaya hai lagta hai,[],[],[],[],[],[],[],[],[]
275,275,NOT,people are more important than their mistakes. Nafrat karna nahi aata. Hota hi nahi yaar. Aur Apno se toh bilkul nahi.,people are more important than their mistakes. Nafrat karna nahi aata. Hota hi nahi yaar. Aur Apno se toh bilkul nahi.,[],[],[],[],[],[],[],[],[]
276,276,NOT,@gauravcsawant ek bar phir 90s ki tarah fauj ke hath khol ke dekho India kya duniya se terrorism khatam kar degi #indianarmy.,ek bar phir s ki tarah fauj ke hath khol ke dekho India kya duniya se terrorism khatam kar degi .,['#indianarmy'],[],[],[],['@gauravcsawant'],[' 90'],[],[],['indian army']
277,277,NOT,ek bar phir 90s ki tarah fauj ke hath khol ke dekho India kya duniya se terrorism khatam kar degi #indianarmy.,ek bar phir s ki tarah fauj ke hath khol ke dekho India kya duniya se terrorism khatam kar degi .,['#indianarmy'],[],[],[],[],[' 90'],[],[],['indian army']
278,278,NOT,ayesha aur muhammad ka rape hi kaladhan hai,ayesha aur muhammad ka rape hi kaladhan hai,[],[],[],[],[],[],[],[],[]
279,279,NOT,magar ye media walay to jaan boojh ker paise ke liye sab karrahe hain.,magar ye media walay to jaan boojh ker paise ke liye sab karrahe hain.,[],[],[],[],[],[],[],[],[]
280,280,NOT,Karachi k baad Lahore mei bhi Rangers operation hona chahyay.,Karachi k baad Lahore mei bhi Rangers operation hona chahyay.,[],[],[],[],[],[],[],[],[]
281,281,NOT,Logic: Taa k lahore b political terrorism sy nijat paaye.,Logic: Taa k lahore b political terrorism sy nijat paaye.,[],[],[],[],[],[],[],[],[]
282,282,HOF,"@alee5386 I hate you so much aaaleee , tum chor kar mujhe so kaise Gaye??!??","I hate you so much aaaleee , tum chor kar mujhe so kaise Gaye??!??",[],[],[],[],['@alee5386'],[],[],[],[]
283,283,NOT,haan ! Congress ke rajya mein hota hi kya tha ..sirf ghotale scam rape mehangayi ..,haan ! Congress ke rajya mein hota hi kya tha ..sirf ghotale scam rape mehangayi ..,[],[],[],[],[],[],[],[],[]
284,284,NOT,@BeingSalmanKhan Mujhe bilkul bhi pasand nahi k sm fans of urs uss stupid ko Bhabhi kahen khoon jalta hai mera .,Mujhe bilkul bhi pasand nahi k sm fans of urs uss stupid ko Bhabhi kahen khoon jalta hai mera .,[],[],[],[],['@BeingSalmanKhan'],[],[],[],[]
285,285,NOT,Jab rape ho rahe hote hai tab nhi aate yai nautanki karne.. Tilak lagake.. Mera bharat mahan  .. http://fb.me/1XkyGSXGE ,Jab rape ho rahe hote hai tab nhi aate yai nautanki karne.. Tilak lagake.. Mera bharat mahan ..,[],[],[],['http://fb.me/1XkyGSXGE'],[],[],[],[],[]
286,286,HOF,mujhe bhi..I hate it..,mujhe bhi..I hate it..,[],[],[],[],[],[],[],[],[]
